city,city_ascii,lat,lng,country,iso2,admin_name
Rancagua,Rancagua,-34.1667,-70.75,Chile,CL,Libertador General Bernardo O’Higgins
Las Condes,Las Condes,-33.4117,-70.55,Chile,CL,Region Metropolitana
Toconao,Toconao,-23.1903,-68.005,Chile,CL,Antofagasta
Alto Hospicio,Alto Hospicio,-20.25,-70.1167,Chile,CL,Tarapaca
Vilcún,Vilcun,-38.65,-72.2333,Chile,CL,Araucania
Olmué,Olmue,-32.9953,-71.1856,Chile,CL,Valparaiso
Requínoa,Requinoa,-34.2786,-70.8117,Chile,CL,Libertador General Bernardo O’Higgins
Olivar Bajo,Olivar Bajo,-34.2289,-70.8799,Chile,CL,Libertador General Bernardo O’Higgins
Espejo,Espejo,-33.5167,-70.6917,Chile,CL,Region Metropolitana
Olivar,Olivar,-34.233,-70.883,Chile,CL,Libertador General Bernardo O’Higgins
San Bernardo,San Bernardo,-33.5833,-70.7,Chile,CL,Region Metropolitana
Los Andes,Los Andes,-32.8333,-70.6167,Chile,CL,Valparaiso
La Ligua,La Ligua,-32.45,-71.2167,Chile,CL,Valparaiso
Puerto Williams,Puerto Williams,-54.9333,-67.6167,Chile,CL,Magallanes y de la Antartica Chilena
Tierra Amarilla,Tierra Amarilla,-27.4822,-70.2658,Chile,CL,Atacama
Negrete,Negrete,-37.5833,-72.5333,Chile,CL,Biobio
Curicó,Curico,-34.9833,-71.2333,Chile,CL,Maule
Lo Barnechea,Lo Barnechea,-33.35,-70.5167,Chile,CL,Region Metropolitana
Hualañe,Hualane,-34.9765,-71.8048,Chile,CL,Maule
Los Bajos,Los Bajos,-41.1228,-73.0581,Chile,CL,Los Lagos
Santiago,Santiago,-33.4372,-70.6506,Chile,CL,Region Metropolitana
Iquique,Iquique,-20.2167,-70.15,Chile,CL,Tarapaca
San Juan de la Costa,San Juan de la Costa,-40.5167,-73.4,Chile,CL,Los Lagos
La Granja,La Granja,-33.5333,-70.625,Chile,CL,Region Metropolitana
Calle Larga,Calle Larga,-32.8831,-70.6486,Chile,CL,Valparaiso
Pichilemu,Pichilemu,-34.3919,-72.0139,Chile,CL,Libertador General Bernardo O’Higgins
Huachipato,Huachipato,-36.7481,-73.0986,Chile,CL,Biobio
Buin,Buin,-33.7333,-70.7333,Chile,CL,Region Metropolitana
Frutillar Alto,Frutillar Alto,-41.0872,-73.0956,Chile,CL,Los Lagos
Carahue,Carahue,-38.7089,-73.1647,Chile,CL,Araucania
San José de Maipo,San Jose de Maipo,-33.64,-70.3531,Chile,CL,Region Metropolitana
Futrono,Futrono,-40.1333,-72.4,Chile,CL,Los Rios
Peumo,Peumo,-34.3961,-71.1694,Chile,CL,Libertador General Bernardo O’Higgins
Tocopilla,Tocopilla,-22.0964,-70.2,Chile,CL,Antofagasta
Curacaví,Curacavi,-33.4,-71.15,Chile,CL,Region Metropolitana
Cuya,Cuya,-19.1597,-70.1794,Chile,CL,Tarapaca
La Cruz,La Cruz,-32.8281,-71.1761,Chile,CL,Valparaiso
Coronel,Coronel,-37.0167,-73.2167,Chile,CL,Biobio
Pichidegua,Pichidegua,-34.3586,-71.2831,Chile,CL,Libertador General Bernardo O’Higgins
Toltén,Tolten,-39.2166,-73.2123,Chile,CL,Araucania
Calbuco,Calbuco,-41.7667,-73.1333,Chile,CL,Los Lagos
El Tabo,El Tabo,-33.4586,-71.6619,Chile,CL,Valparaiso
Temuco,Temuco,-38.7333,-72.6667,Chile,CL,Araucania
Coelemu,Coelemu,-36.4878,-72.7028,Chile,CL,Ñuble
Antofagasta,Antofagasta,-23.65,-70.4,Chile,CL,Antofagasta
Tiko,Tiko,4.075,9.36,Cameroon,CM,South-West
Nguti,Nguti,5.3167,9.4167,Cameroon,CM,South-West
Mamfe,Mamfe,5.7667,9.2833,Cameroon,CM,South-West
Bogo,Bogo,10.734,14.608,Cameroon,CM,Extrême-Nord
Yokadouma,Yokadouma,3.5167,15.05,Cameroon,CM,Est
Nanga Eboko,Nanga Eboko,4.6708,12.3731,Cameroon,CM,Centre
Nkongsamba,Nkongsamba,4.95,9.9333,Cameroon,CM,Littoral
Kalfou,Kalfou,10.2833,14.9333,Cameroon,CM,Extrême-Nord
Figuil,Figuil,9.7667,13.9667,Cameroon,CM,Nord
Ngaoundéré,Ngaoundere,7.3167,13.5833,Cameroon,CM,Adamaoua
Kumba,Kumba,4.6333,9.45,Cameroon,CM,South-West
Ébolowa,Ebolowa,2.9167,11.15,Cameroon,CM,Sud
Bibémi,Bibemi,9.3167,13.8833,Cameroon,CM,Nord
Bambalang,Bambalang,5.8867,10.5331,Cameroon,CM,North-West
Akonolinga,Akonolinga,3.7667,12.25,Cameroon,CM,Centre
Bamendjou,Bamendjou,5.4,10.3167,Cameroon,CM,Ouest
Yagoua,Yagoua,10.3428,15.2406,Cameroon,CM,Extrême-Nord
Bafanji,Bafanji,5.8361,10.4,Cameroon,CM,North-West
Bafoussam,Bafoussam,5.4667,10.4167,Cameroon,CM,Ouest
Mbouda,Mbouda,5.6333,10.25,Cameroon,CM,Ouest
Tibati,Tibati,6.4667,12.6333,Cameroon,CM,Adamaoua
Biwong,Biwong,3.1333,11.15,Cameroon,CM,Sud
Buea,Buea,4.1667,9.2333,Cameroon,CM,South-West
Garoua,Garoua,9.3,13.4,Cameroon,CM,Nord
Messaména,Messamena,3.7333,12.8333,Cameroon,CM,Est
Garoua Boulaï,Garoua Boulai,5.8833,14.55,Cameroon,CM,Est
Diang,Diang,4.5833,13.35,Cameroon,CM,Est
Kontcha,Kontcha,7.9667,12.2333,Cameroon,CM,Adamaoua
Balikumbat,Balikumbat,5.8928,10.3597,Cameroon,CM,North-West
Douala,Douala,4.05,9.7,Cameroon,CM,Littoral
Loum,Loum,4.718,9.73,Cameroon,CM,Littoral
Mokolo,Mokolo,10.74,13.8,Cameroon,CM,Extrême-Nord
Edéa,Edea,3.8,10.1333,Cameroon,CM,Littoral
Monatélé,Monatele,4.2667,11.2,Cameroon,CM,Centre
Touboro,Touboro,7.7708,15.3567,Cameroon,CM,Nord
Bafut,Bafut,6.0833,10.1,Cameroon,CM,North-West
Olamzé,Olamze,2.2167,11.0833,Cameroon,CM,Sud
Maga,Maga,10.85,14.9333,Cameroon,CM,Extrême-Nord
Meïganga,Meiganga,6.53,14.37,Cameroon,CM,Adamaoua
Widekum,Widekum,5.8717,9.7706,Cameroon,CM,North-West
Abong Mbang,Abong Mbang,3.9833,13.1667,Cameroon,CM,Est
Bamessing,Bamessing,5.9847,10.3603,Cameroon,CM,North-West
Sangmélima,Sangmelima,2.9333,11.9833,Cameroon,CM,Sud
Aiyomojok,Aiyomojok,5.7504,8.9833,Cameroon,CM,South-West
Manjo,Manjo,4.85,9.8167,Cameroon,CM,Littoral
Kumbo,Kumbo,6.205,10.685,Cameroon,CM,North-West
Kekem,Kekem,5.1667,10.0333,Cameroon,CM,Ouest
Bélabo,Belabo,4.9333,13.3,Cameroon,CM,Est
Maroua,Maroua,10.5971,14.3157,Cameroon,CM,Extrême-Nord
Foumban,Foumban,5.7167,10.9167,Cameroon,CM,Ouest
Mbanga,Mbanga,4.5092,9.5681,Cameroon,CM,Littoral
Bamenda,Bamenda,5.9614,10.1517,Cameroon,CM,North-West
Pitoa,Pitoa,9.3833,13.5333,Cameroon,CM,Nord
Ayos,Ayos,3.9069,12.5272,Cameroon,CM,Centre
Wum,Wum,6.3833,10.0667,Cameroon,CM,North-West
Bertoua,Bertoua,4.5833,13.6833,Cameroon,CM,Est
Lagdo,Lagdo,9.05,13.7333,Cameroon,CM,Nord
Guider,Guider,9.9342,13.9486,Cameroon,CM,Nord
Mbalmayo,Mbalmayo,3.5167,11.5,Cameroon,CM,Centre
Limbe,Limbe,4.0167,9.2167,Cameroon,CM,South-West
Baba I,Baba I,6.0622,10.4903,Cameroon,CM,North-West
Baham,Baham,5.3333,10.4,Cameroon,CM,Ouest
Dschang,Dschang,5.45,10.0667,Cameroon,CM,Ouest
Obala,Obala,4.1667,11.5333,Cameroon,CM,Centre
Bafang,Bafang,5.15,10.1833,Cameroon,CM,Ouest
Melong,Melong,5.1211,9.9528,Cameroon,CM,Littoral
Bamessi,Bamessi,6.0333,10.5792,Cameroon,CM,North-West
Foumbot,Foumbot,5.5,10.6333,Cameroon,CM,Ouest
Kribi,Kribi,2.935,9.91,Cameroon,CM,Sud
Nkoteng,Nkoteng,4.5167,12.0333,Cameroon,CM,Centre
Batouri,Batouri,4.4333,14.3667,Cameroon,CM,Est
Kaelé,Kaele,10.1,14.45,Cameroon,CM,Extrême-Nord
Ngoulemakong,Ngoulemakong,3.0833,11.4333,Cameroon,CM,Sud
Mfou,Mfou,3.96,11.93,Cameroon,CM,Centre
Tefam,Tefam,5.2667,10.4667,Cameroon,CM,Ouest
Ngou,Ngou,5.2,10.3833,Cameroon,CM,Ouest
Kousséri,Kousseri,12.0833,15.0333,Cameroon,CM,Extrême-Nord
Yoko,Yoko,5.5924,12.3158,Cameroon,CM,Centre
Batcha,Batcha,5.15,10.1833,Cameroon,CM,Ouest
Ngaoundal,Ngaoundal,6.5,13.2667,Cameroon,CM,Adamaoua
Eséka,Eseka,3.65,10.7667,Cameroon,CM,Centre
Bafia,Bafia,4.75,11.2167,Cameroon,CM,Centre
Bamumkumbit,Bamumkumbit,5.8167,10.4167,Cameroon,CM,Ouest
Bamukumbit,Bamukumbit,5.8167,10.4167,Cameroon,CM,North-West
Yaoundé,Yaounde,3.8667,11.5167,Cameroon,CM,Centre
Mbandjok,Mbandjok,4.45,11.9,Cameroon,CM,Centre
Guantiankan,Guantiankan,28.2966,106.6083,China,CN,Guizhou
Sizhan,Sizhan,38.9846,106.3828,China,CN,Ningxia
Lianjiang,Lianjiang,21.7333,110.2833,China,CN,Guangdong
Pingxiangcheng,Pingxiangcheng,36.9819,114.9131,China,CN,Hebei
Quyang,Quyang,26.5755,109.7008,China,CN,Hunan
Dongcun,Dongcun,38.28,111.6751,China,CN,Shanxi
Zuojiawu,Zuojiawu,39.9514,118.1511,China,CN,Hebei
Xishancun,Xishancun,23.6014,116.3257,China,CN,Guangdong
Tailai,Tailai,46.3909,123.4161,China,CN,Heilongjiang
Zouping,Zouping,36.863,117.743,China,CN,Shandong
Laixi,Laixi,36.8667,120.5333,China,CN,Shandong
Licheng,Licheng,31.4306,119.4788,China,CN,Jiangsu
Shaxi,Shaxi,22.3067,113.1469,China,CN,Guangdong
Nanshuicun,Nanshuicun,22.0316,113.2358,China,CN,Guangdong
Xichang,Xichang,27.8944,102.2644,China,CN,Sichuan
Shangchuankou,Shangchuankou,36.3283,102.8015,China,CN,Qinghai
Huanggang,Huanggang,30.4537,114.8724,China,CN,Hubei
Hengyang,Hengyang,26.894,112.572,China,CN,Hunan
Baishi Airikecun,Baishi Airikecun,40.8748,80.3616,China,CN,Xinjiang
Mangha,Mangha,23.4883,98.9078,China,CN,Yunnan
Yatou,Yatou,37.1653,122.4867,China,CN,Shandong
Kuiyibagecun,Kuiyibagecun,38.1023,77.1539,China,CN,Xinjiang
Fulin,Fulin,29.3489,102.6767,China,CN,Sichuan
Lichuan,Lichuan,30.291,108.9364,China,CN,Hubei
Liuliang,Liuliang,35.2695,105.986,China,CN,Gansu
Mengla,Mengla,21.4947,101.5693,China,CN,Yunnan
Zhongtanying,Zhongtanying,40.2125,116.5844,China,CN,Beijing
Baluntaicun,Baluntaicun,42.7594,86.3231,China,CN,Xinjiang
Zhongdong Shequ,Zhongdong Shequ,22.8317,107.8331,China,CN,Guangxi
Dengtangcun,Dengtangcun,23.6821,116.5259,China,CN,Guangdong
Mabacun,Mabacun,24.6807,113.5936,China,CN,Guangdong
Qingdao,Qingdao,36.0669,120.3827,China,CN,Shandong
Yamen,Yamen,22.2999,113.0585,China,CN,Guangdong
Chaohucun,Chaohucun,31.6244,117.8902,China,CN,Anhui
Liuhe,Liuhe,42.2669,125.7404,China,CN,Jilin
Guangshui,Guangshui,31.617,113.826,China,CN,Hubei
Banqiao,Banqiao,35.8912,107.9655,China,CN,Gansu
Rulin,Rulin,26.3585,110.3117,China,CN,Hunan
Xinpo,Xinpo,21.6645,110.8911,China,CN,Guangdong
Dashiqiao,Dashiqiao,40.6167,122.5167,China,CN,Liaoning
Guiping,Guiping,23.4,110.0833,China,CN,Guangxi
Dalian,Dalian,38.9,121.6,China,CN,Liaoning
Bijie,Bijie,27.284,105.292,China,CN,Guizhou
Zhongcheng,Zhongcheng,28.5973,103.9773,China,CN,Yunnan
Xiangping,Xiangping,24.5892,112.1237,China,CN,Guangdong
Wangtuan,Wangtuan,36.8624,105.9915,China,CN,Ningxia
Mengjiacun,Mengjiacun,40.0186,119.7878,China,CN,Liaoning
Yitiaoshan,Yitiaoshan,37.1889,104.0571,China,CN,Gansu
Zhongba,Zhongba,31.771,104.755,China,CN,Sichuan
Bayan,Bayan,36.1064,102.2547,China,CN,Qinghai
Shihuajie,Shihuajie,32.2742,111.4717,China,CN,Hubei
Xireg,Xireg,36.925,98.478,China,CN,Qinghai
Chuangjian,Chuangjian,29.1558,112.2456,China,CN,Hunan
Elixku,Elixku,38.6803,77.3106,China,CN,Xinjiang
Huishi,Huishi,35.6918,105.0531,China,CN,Gansu
Bazhajiemicun,Bazhajiemicun,38.8967,77.6529,China,CN,Xinjiang
Liaocheng,Liaocheng,36.4559,115.9852,China,CN,Shandong
Shangrao,Shangrao,28.4551,117.9431,China,CN,Jiangxi
Hongliuwan,Hongliuwan,39.6348,94.3386,China,CN,Gansu
Shuangcheng,Shuangcheng,45.3503,126.28,China,CN,Heilongjiang
Wugang,Wugang,26.7266,110.6319,China,CN,Hunan
Qian’an,Qian'an,39.999,118.701,China,CN,Hebei
Sanchahe,Sanchahe,36.378,106.0869,China,CN,Ningxia
Dongjiangshui,Dongjiangshui,33.3787,104.9516,China,CN,Gansu
Nanzhuangzhen,Nanzhuangzhen,23.721,102.8231,China,CN,Yunnan
Langzhong,Langzhong,31.558,106.005,China,CN,Sichuan
Maoming,Maoming,21.6627,110.9255,China,CN,Guangdong
Huayin,Huayin,34.5833,110.1,China,CN,Shaanxi
Guli,Guli,28.9,120.0333,China,CN,Zhejiang
Daxincun,Daxincun,38.4428,106.3111,China,CN,Ningxia
Yashan,Yashan,22.4776,112.7289,China,CN,Guangdong
Jieyang,Jieyang,23.551,116.3727,China,CN,Guangdong
Jitaicun,Jitaicun,36.3533,115.3048,China,CN,Hebei
Cencheng,Cencheng,22.9167,111.0,China,CN,Guangxi
Baocheng,Baocheng,18.6431,109.6994,China,CN,Hainan
Leizhou,Leizhou,20.9143,110.0967,China,CN,Guangdong
Yanqi,Yanqi,42.0586,86.5683,China,CN,Xinjiang
Yancheng,Yancheng,33.3482,120.1626,China,CN,Jiangsu
Yuanquan,Yuanquan,40.5004,95.8,China,CN,Gansu
Korla,Korla,41.7259,86.1746,China,CN,Xinjiang
Suifenhe,Suifenhe,44.4124,131.1518,China,CN,Heilongjiang
Xinyang,Xinyang,32.149,114.091,China,CN,Henan
Menglie,Menglie,22.5833,101.8661,China,CN,Yunnan
Yangqingcun,Yangqingcun,21.3594,110.1164,China,CN,Guangdong
E’erguna,E'erguna,50.243,120.181,China,CN,Inner Mongolia
Xixinzhuangzhen,Xixinzhuangzhen,37.0165,111.4908,China,CN,Shanxi
Dali,Dali,25.6065,100.2676,China,CN,Yunnan
Lin’an,Lin'an,23.6279,102.8014,China,CN,Yunnan
Nanqiaotou,Nanqiaotou,22.7176,113.2918,China,CN,Guangdong
Yongcong,Yongcong,26.0451,109.1327,China,CN,Guizhou
Fancheng,Fancheng,39.1891,113.2729,China,CN,Shanxi
Daxiang,Daxiang,22.3775,112.8008,China,CN,Guangdong
Suonan,Suonan,35.6633,103.39,China,CN,Gansu
Zunyi,Zunyi,27.722,107.031,China,CN,Guizhou
Liulin,Liulin,36.5478,109.4725,China,CN,Shaanxi
Anlu,Anlu,31.2667,113.6667,China,CN,Hubei
Nehe,Nehe,48.4833,124.8833,China,CN,Heilongjiang
Tacheng,Tacheng,46.7517,82.9869,China,CN,Xinjiang
Wangsicun,Wangsicun,37.9975,116.9238,China,CN,Hebei
Chengguan,Chengguan,35.4623,113.8054,China,CN,Henan
Yuanhucun,Yuanhucun,44.1977,86.8928,China,CN,Xinjiang
Funing,Funing,39.8879,119.2314,China,CN,Hebei
Jelilyüzi,Jelilyuzi,43.9749,81.5328,China,CN,Xinjiang
Tunzi,Tunzi,35.5782,107.3699,China,CN,Gansu
Shihezi,Shihezi,44.3054,86.0804,China,CN,Xinjiang
Shuangqiao,Shuangqiao,35.067,112.602,China,CN,Henan
Jianguang,Jianguang,28.1958,115.7833,China,CN,Jiangxi
Baiheqiao,Baiheqiao,22.9764,103.7982,China,CN,Yunnan
Shaoyang,Shaoyang,27.2395,111.4679,China,CN,Hunan
Gujiao,Gujiao,37.907,112.176,China,CN,Shanxi
Xunjiansi,Xunjiansi,23.9625,103.1836,China,CN,Yunnan
Tangjia,Tangjia,22.3566,113.5919,China,CN,Guangdong
Yucheng,Yucheng,30.01,103.0415,China,CN,Sichuan
Xiaojiangcun,Xiaojiangcun,24.6168,112.5945,China,CN,Guangdong
Yisuhe,Yisuhe,27.7736,112.9558,China,CN,Hunan
Fengguangcun,Fengguangcun,23.9062,116.6984,China,CN,Guangdong
Taoyang,Taoyang,35.3754,103.8612,China,CN,Gansu
Zunhua,Zunhua,40.189,117.966,China,CN,Hebei
Gaoniang,Gaoniang,26.8394,109.177,China,CN,Guizhou
Dajiecun,Dajiecun,36.2965,115.2071,China,CN,Hebei
Bangshang,Bangshang,32.2575,108.1119,China,CN,Sichuan
Miqiao,Miqiao,35.4991,108.2949,China,CN,Gansu
Songzi,Songzi,30.174,111.757,China,CN,Hubei
Changbang,Changbang,30.4555,120.4433,China,CN,Zhejiang
Songyang,Songyang,34.4553,113.0253,China,CN,Henan
Jinxing,Jinxing,37.9869,106.2027,China,CN,Ningxia
Dahutang,Dahutang,28.0694,112.5442,China,CN,Hunan
Xushan,Xushan,30.1667,121.2333,China,CN,Zhejiang
Siyang,Siyang,27.2116,108.7463,China,CN,Guizhou
Linxi,Linxi,43.5171,118.0333,China,CN,Inner Mongolia
Qingnian,Qingnian,36.8494,115.7061,China,CN,Shandong
Yaojia,Yaojia,28.4547,109.1831,China,CN,Chongqing
Ulan Hua,Ulan Hua,41.53,111.7,China,CN,Inner Mongolia
Zequ,Zequ,35.0376,101.4606,China,CN,Qinghai
Xinshi,Xinshi,31.1333,113.1167,China,CN,Hubei
Matigou,Matigou,37.6043,109.9024,China,CN,Shaanxi
Maojiatang,Maojiatang,27.5692,111.7647,China,CN,Hunan
Cangxi,Cangxi,27.6481,111.1458,China,CN,Hunan
Jiashizhuangcun,Jiashizhuangcun,37.8683,114.9478,China,CN,Hebei
Fengjia,Fengjia,27.7969,110.8603,China,CN,Hunan
Jin’e,Jin'e,29.3394,105.2875,China,CN,Sichuan
Gexianzhuang,Gexianzhuang,37.0694,115.6591,China,CN,Hebei
Chuxiong,Chuxiong,25.033,101.5459,China,CN,Yunnan
Sanzhou,Sanzhou,30.82,108.4,China,CN,Chongqing
Tai’an,Tai'an,36.202,117.087,China,CN,Shandong
Tangcun,Tangcun,37.4377,115.8463,China,CN,Hebei
Xinxing,Xinxing,39.8667,124.15,China,CN,Liaoning
Shenjiabang,Shenjiabang,30.5783,120.8193,China,CN,Zhejiang
Langfang,Langfang,39.5383,116.6835,China,CN,Hebei
Dazhou,Dazhou,31.2093,107.4678,China,CN,Sichuan
Xikeng,Xikeng,24.0505,116.8538,China,CN,Guangdong
Xixucun,Xixucun,36.694,113.7967,China,CN,Hebei
Sunjiayan,Sunjiayan,27.8776,108.3073,China,CN,Guizhou
Shuozhou,Shuozhou,39.3317,112.4329,China,CN,Shanxi
Tafeng,Tafeng,25.3775,112.2034,China,CN,Hunan
Qufu,Qufu,35.5819,116.9862,China,CN,Shandong
Ruiming,Ruiming,25.886,116.027,China,CN,Jiangxi
Changshu,Changshu,31.656,120.753,China,CN,Jiangsu
Chengtangcun,Chengtangcun,35.0833,117.15,China,CN,Shandong
Sanhe,Sanhe,40.0167,117.0833,China,CN,Hebei
Hedongcun,Hedongcun,37.7544,102.7906,China,CN,Gansu
Liaoyang,Liaoyang,41.279,123.176,China,CN,Liaoning
Jieshang,Jieshang,25.7299,107.516,China,CN,Guizhou
Jieshou,Jieshou,33.257,115.3746,China,CN,Anhui
Dahuaishu,Dahuaishu,36.2601,111.6743,China,CN,Shanxi
Tilingzhai,Tilingzhai,40.2353,118.5282,China,CN,Hebei
Jingdezhen,Jingdezhen,29.2917,117.1986,China,CN,Jiangxi
Qulicun,Qulicun,22.565,107.8022,China,CN,Guangxi
Yangliuqing,Yangliuqing,39.13,117.0142,China,CN,Tianjin
Suohe,Suohe,34.7833,113.35,China,CN,Henan
Guixi,Guixi,28.2925,117.2454,China,CN,Jiangxi
Kangbao,Kangbao,41.8511,114.6176,China,CN,Hebei
Ximeicun,Ximeicun,24.9612,118.3849,China,CN,Fujian
Hushihacun,Hushihacun,40.8899,116.987,China,CN,Hebei
Wuxue,Wuxue,29.844,115.561,China,CN,Hubei
Dabaozi,Dabaozi,26.7006,109.4634,China,CN,Hunan
Jinghong,Jinghong,22.009,100.797,China,CN,Yunnan
Tengyue,Tengyue,25.0167,98.4833,China,CN,Yunnan
Shizuishan,Shizuishan,39.2333,106.769,China,CN,Ningxia
Heihe,Heihe,50.2401,127.521,China,CN,Heilongjiang
Xuqiaocun,Xuqiaocun,30.4355,120.3645,China,CN,Zhejiang
Fuyuan,Fuyuan,48.3647,134.3079,China,CN,Heilongjiang
Kaiwen,Kaiwen,27.1548,99.8371,China,CN,Yunnan
Suzhou,Suzhou,33.6333,116.9683,China,CN,Anhui
Wuyang,Wuyang,27.057,108.3959,China,CN,Guizhou
Xinji,Xinji,37.943,115.218,China,CN,Hebei
Fengyicun,Fengyicun,23.6636,116.6028,China,CN,Guangdong
Jiutai,Jiutai,44.1447,125.8443,China,CN,Jilin
Yihezhuang,Yihezhuang,39.1373,116.0744,China,CN,Hebei
Changping,Changping,40.2248,116.1944,China,CN,Beijing
Zhangshanying,Zhangshanying,40.4775,115.8508,China,CN,Beijing
Qigexingcun,Qigexingcun,42.02,86.3031,China,CN,Xinjiang
Zhangshu,Zhangshu,28.0546,115.5462,China,CN,Jiangxi
Dongzhang,Dongzhang,37.935,115.0839,China,CN,Hebei
Zhaotong,Zhaotong,27.338,103.717,China,CN,Yunnan
Shuyangzha,Shuyangzha,34.1299,118.7734,China,CN,Jiangsu
Zhuchangba,Zhuchangba,26.6615,106.5485,China,CN,Guizhou
Qianwangcun,Qianwangcun,29.2283,121.3483,China,CN,Zhejiang
Zhuozhou,Zhuozhou,39.485,115.974,China,CN,Hebei
Gandujie,Gandujie,35.8908,102.3272,China,CN,Qinghai
Tianchang,Tianchang,32.6811,119.0137,China,CN,Anhui
Zhangzhou,Zhangzhou,24.513,117.647,China,CN,Fujian
Zhangzhengqiao,Zhangzhengqiao,38.4042,106.3567,China,CN,Ningxia
Lixingcun,Lixingcun,23.0852,116.3666,China,CN,Guangdong
Yichun,Yichun,27.816,114.417,China,CN,Jiangxi
Xingsha,Xingsha,28.2573,113.1234,China,CN,Hunan
Xiba,Xiba,40.1645,98.7521,China,CN,Gansu
Yuhuan,Yuhuan,28.1277,121.2288,China,CN,Zhejiang
Jurong,Jurong,31.946,119.164,China,CN,Jiangsu
Liushui,Liushui,32.5959,108.7479,China,CN,Shaanxi
Meilan,Meilan,19.999,110.403,China,CN,Hainan
Turpan,Turpan,42.9512,89.1895,China,CN,Xinjiang
Shangcaiyuan,Shangcaiyuan,24.6817,102.6918,China,CN,Yunnan
Zhujiezhen,Zhujiezhen,23.7444,104.9008,China,CN,Yunnan
Shaowu,Shaowu,27.3403,117.4925,China,CN,Fujian
Xiaolongtan,Xiaolongtan,23.7836,103.1563,China,CN,Yunnan
Yaojiazhuangcun,Yaojiazhuangcun,40.7158,114.8733,China,CN,Hebei
Digar,Digar,42.685,89.7711,China,CN,Xinjiang
Liujiaxia,Liujiaxia,35.9423,103.3146,China,CN,Gansu
Kaihua,Kaihua,23.387,104.233,China,CN,Yunnan
Yongzhou,Yongzhou,26.42,111.613,China,CN,Hunan
Sanjiangkou,Sanjiangkou,24.7579,104.5901,China,CN,Yunnan
Changde,Changde,29.031,111.699,China,CN,Hunan
Koktokay,Koktokay,47.0004,89.4666,China,CN,Xinjiang
Zhangziying,Zhangziying,39.6842,116.59,China,CN,Beijing
Xiangyang,Xiangyang,32.01,112.122,China,CN,Hubei
Qiaomaichuan,Qiaomaichuan,39.7866,113.8239,China,CN,Shanxi
Ganzhu,Ganzhu,26.9483,116.3714,China,CN,Jiangxi
Shangzhen,Shangzhen,33.7116,110.2575,China,CN,Shaanxi
Guantingzhan,Guantingzhan,40.2492,115.578,China,CN,Hebei
Meihekou,Meihekou,42.5407,125.7107,China,CN,Jilin
Huasuo,Huasuo,35.4043,107.0869,China,CN,Gansu
Liutuancun,Liutuancun,36.945,119.395,China,CN,Shandong
Fuyingzicun,Fuyingzicun,40.8754,117.6978,China,CN,Hebei
Chongshan,Chongshan,18.7751,109.5169,China,CN,Hainan
Gaizhou,Gaizhou,40.4,122.35,China,CN,Liaoning
Qingxicun,Qingxicun,24.53,116.5904,China,CN,Guangdong
Yejituo,Yejituo,39.8634,118.6645,China,CN,Hebei
Qujing,Qujing,25.491,103.796,China,CN,Yunnan
Jiaxing,Jiaxing,30.747,120.756,China,CN,Zhejiang
Leling,Leling,37.73,117.232,China,CN,Shandong
Dalanping,Dalanping,28.0189,110.0025,China,CN,Hunan
Pingshang,Pingshang,23.3974,115.8842,China,CN,Guangdong
Huolu,Huolu,38.0874,114.3159,China,CN,Hebei
Nangandao,Nangandao,35.3036,113.9268,China,CN,Henan
Pingyi,Pingyi,35.5104,117.62,China,CN,Shandong
Nantang,Nantang,22.4986,113.531,China,CN,Guangdong
Wangzhuang,Wangzhuang,39.8003,116.15,China,CN,Beijing
Jianshe,Jianshe,34.2137,113.7629,China,CN,Henan
Mangqu,Mangqu,35.5833,100.75,China,CN,Qinghai
Jingcheng,Jingcheng,32.009,120.263,China,CN,Jiangsu
Dashouping,Dashouping,23.6425,111.6978,China,CN,Guangdong
Yilong,Yilong,23.7081,102.496,China,CN,Yunnan
Jurh,Jurh,44.6961,120.5123,China,CN,Inner Mongolia
Xinmin,Xinmin,41.997,122.823,China,CN,Liaoning
Pudong,Pudong,31.2347,121.5064,China,CN,Shanghai
Chuqung,Chuqung,33.3667,97.1333,China,CN,Qinghai
Beiya,Beiya,36.464,104.4513,China,CN,Gansu
Miluo Chengguanzhen,Miluo Chengguanzhen,28.761,113.16,China,CN,Hunan
Yandian,Yandian,31.3271,113.58,China,CN,Hubei
Dasungezhuang,Dasungezhuang,40.0839,116.9219,China,CN,Beijing
Matan,Matan,30.5731,113.3342,China,CN,Hubei
Longtian,Longtian,24.3512,114.1293,China,CN,Guangdong
Lianzhuangcun,Lianzhuangcun,37.1146,115.7594,China,CN,Hebei
Linkou,Linkou,45.2819,130.2519,China,CN,Heilongjiang
Baiyin,Baiyin,36.5451,104.1389,China,CN,Gansu
Dabutou,Dabutou,36.0708,112.8744,China,CN,Shanxi
Qiaoyang,Qiaoyang,35.0716,104.1846,China,CN,Gansu
Bulicun,Bulicun,24.3657,116.2726,China,CN,Guangdong
Qianxi,Qianxi,27.0087,106.0323,China,CN,Guizhou
Shanhu,Shanhu,29.6,120.8167,China,CN,Zhejiang
Hoh Ereg,Hoh Ereg,41.0955,111.4408,China,CN,Inner Mongolia
Chengbin,Chengbin,19.9969,110.3375,China,CN,Hainan
Wayaobu,Wayaobu,37.1427,109.6752,China,CN,Shaanxi
Shishi,Shishi,24.7167,118.7,China,CN,Fujian
