city,city_ascii,lat,lng,country,iso2,admin_name
Tiruvālūr,Tiruvalur,10.773,79.637,India,IN,Tamil Nadu
Manatanna,Manatanna,11.9125,75.7569,India,IN,Kerala
Būdipuram,Budipuram,10.3606,78.0106,India,IN,Tamil Nadu
Udalguri,Udalguri,26.7537,92.1021,India,IN,Assam
Daryābād,Daryabad,26.8922,81.5556,India,IN,Uttar Pradesh
Chinnāyagūdem,Chinnayagudem,17.047,81.481,India,IN,Andhra Pradesh
Nambūru,Namburu,16.36,80.52,India,IN,Andhra Pradesh
Kaimūh,Kaimuh,33.7197,75.0811,India,IN,Jammu and Kashmīr
Kanniyākumāri,Kanniyakumari,8.0883,77.5385,India,IN,Tamil Nadu
Kātpādi,Katpadi,12.9695,79.1455,India,IN,Tamil Nadu
Itamukkala,Itamukkala,15.3731,80.113,India,IN,Andhra Pradesh
Mokēri,Mokeri,11.7432,75.6178,India,IN,Kerala
Mayahaura,Mayahaura,22.1898,88.5033,India,IN,West Bengal
Anjūr,Anjur,10.5992,76.1553,India,IN,Kerala
Valsād,Valsad,20.61,72.926,India,IN,Gujarat
Kolavallúr,Kolavallur,11.7788,75.6298,India,IN,Kerala
Khizrpur,Khizrpur,30.5843,76.7572,India,IN,Punjab
Ellamanda,Ellamanda,16.1847,80.0546,India,IN,Andhra Pradesh
Lalitpur,Lalitpur,24.69,78.41,India,IN,Uttar Pradesh
Odaiyakulam,Odaiyakulam,10.5679,76.9105,India,IN,Tamil Nadu
Rājendranagar,Rajendranagar,17.3198,78.4031,India,IN,Telangana
Murtazābād,Murtazabad,28.7111,77.2688,India,IN,Uttar Pradesh
Ghusiya,Ghusiya,25.1832,84.2486,India,IN,Bihar
Kodikulam,Kodikulam,9.9932,79.2007,India,IN,Tamil Nadu
Narasimharājapura,Narasimharajapura,13.6108,75.512,India,IN,Karnataka
Dhusar Tikāpatti,Dhusar Tikapatti,25.5214,87.2212,India,IN,Bihar
Srīmushnam,Srimushnam,11.4012,79.4038,India,IN,Tamil Nadu
Umrāpur,Umrapur,24.5863,87.9294,India,IN,West Bengal
Kodikkulam,Kodikkulam,9.6493,77.586,India,IN,Tamil Nadu
Vazhani,Vazhani,10.5917,76.5333,India,IN,Kerala
Bara Malehra,Bara Malehra,24.5681,79.3069,India,IN,Madhya Pradesh
Hunsūr,Hunsur,12.3036,76.2927,India,IN,Karnataka
Motīpur,Motipur,25.8159,86.014,India,IN,Bihar
Semmarikulan,Semmarikulan,8.4815,77.9972,India,IN,Tamil Nadu
Pānskura,Panskura,22.417,87.7,India,IN,West Bengal
Kadikkād,Kadikkad,10.6667,75.9667,India,IN,Kerala
Nanjakkād,Nanjakkad,9.2069,76.6319,India,IN,Kerala
Gondiā,Gondia,21.4598,80.195,India,IN,Maharashtra
Kadamakudi,Kadamakudi,10.0652,76.2451,India,IN,Kerala
Kattamūru,Kattamuru,17.08,82.13,India,IN,Andhra Pradesh
Fateh Nangal,Fateh Nangal,31.9453,75.3191,India,IN,Punjab
Karlapālem,Karlapalem,15.9333,80.55,India,IN,Andhra Pradesh
Chhapra Bahās,Chhapra Bahas,26.7266,84.7912,India,IN,Bihar
Dighirpār,Dighirpar,22.3034,88.6678,India,IN,West Bengal
Jāmbai,Jambai,11.4678,77.6434,India,IN,Tamil Nadu
Rāmpur Khajuriyā,Rampur Khajuriya,26.3923,84.7688,India,IN,Bihar
Boriguma,Boriguma,19.0468,82.5532,India,IN,Odisha
Tūlin,Tulin,23.3794,85.8906,India,IN,West Bengal
Surīr,Surir,27.7718,77.7208,India,IN,Uttar Pradesh
Bishunpur,Bishunpur,26.0868,86.6541,India,IN,Bihar
Kalol,Kalol,23.246,72.496,India,IN,Gujarat
Ghatkesar,Ghatkesar,17.4494,78.6853,India,IN,Telangana
Kishundāspur,Kishundaspur,25.3334,87.3318,India,IN,Bihar
Kattanam,Kattanam,9.1764,76.5641,India,IN,Kerala
Udayagiri,Udayagiri,14.8667,79.3167,India,IN,Andhra Pradesh
Tīgaon,Tigaon,21.6456,78.4576,India,IN,Madhya Pradesh
Mulbāgal,Mulbagal,13.1635,78.3935,India,IN,Karnataka
Khiriāwān,Khiriawan,25.112,84.4017,India,IN,Bihar
Morubāgalu,Morubagalu,13.9702,77.0411,India,IN,Andhra Pradesh
Nidiyanga,Nidiyanga,12.0889,75.4806,India,IN,Kerala
Bhāgsar,Bhagsar,30.4417,74.4023,India,IN,Punjab
Kāmavarapukota,Kamavarapukota,17.0031,81.1219,India,IN,Andhra Pradesh
Valabhīpur,Valabhipur,21.8878,71.8795,India,IN,Gujarat
Kannānkurichchi,Kannankurichchi,11.6969,78.1794,India,IN,Tamil Nadu
Puliyankunnu,Puliyankunnu,9.412,76.41,India,IN,Kerala
Kadoli,Kadoli,15.88,74.56,India,IN,Karnataka
Hassan,Hassan,13.012,76.068,India,IN,Karnataka
Pawai,Pawai,24.2664,80.162,India,IN,Madhya Pradesh
Achchippatti,Achchippatti,10.6989,77.015,India,IN,Tamil Nadu
Kāmākhyānagar,Kamakhyanagar,20.9338,85.5449,India,IN,Odisha
Kochas,Kochas,25.234,83.9215,India,IN,Bihar
Mannūr,Mannur,10.8027,76.4698,India,IN,Kerala
Anghad,Anghad,22.3913,72.9946,India,IN,Gujarat
Gandevi,Gandevi,20.82,72.98,India,IN,Gujarat
Bahraigh,Bahraigh,27.575,81.594,India,IN,Uttar Pradesh
Siwān,Siwan,26.22,84.36,India,IN,Bihar
Bahutāl,Bahutal,24.5714,87.8971,India,IN,West Bengal
Penugonda,Penugonda,16.6547,81.7445,India,IN,Andhra Pradesh
Agarpur,Agarpur,25.1957,87.0423,India,IN,Bihar
Kodivalasa,Kodivalasa,13.2547,79.4249,India,IN,Tamil Nadu
Kāyanna,Kayanna,11.4917,75.8417,India,IN,Kerala
Nerinjippettai,Nerinjippettai,11.6543,77.7586,India,IN,Tamil Nadu
Bīrpur Bārāpatti Pindraun,Birpur Barapatti Pindraun,26.5475,86.3898,India,IN,Bihar
Sibkund,Sibkund,25.3041,86.399,India,IN,Bihar
Durgauti,Durgauti,25.2114,83.5308,India,IN,Bihar
Terku Narippaiyūr,Terku Narippaiyur,9.1167,78.4188,India,IN,Tamil Nadu
Pushpattūr,Pushpattur,10.5438,77.41,India,IN,Tamil Nadu
Dāmu,Damu,26.5461,85.982,India,IN,Bihar
Kaithāhi,Kaithahi,26.3488,86.1521,India,IN,Bihar
Narsāpur,Narsapur,17.7374,78.2805,India,IN,Telangana
Rāhon,Rahon,31.0527,76.1191,India,IN,Punjab
Teghra English,Teghra English,25.4072,87.741,India,IN,Bihar
Rāmchandrapur,Ramchandrapur,24.0154,87.9446,India,IN,West Bengal
Gudlūru,Gudluru,15.0667,79.9,India,IN,Andhra Pradesh
Marahōm,Marahom,33.8303,75.0832,India,IN,Jammu and Kashmīr
Chundale,Chundale,11.5739,76.0578,India,IN,Kerala
Chhoti Sādri,Chhoti Sadri,24.38,74.7,India,IN,Rajasthan
Sondiha,Sondiha,24.895,87.0175,India,IN,Bihar
Armūr,Armur,18.79,78.29,India,IN,Telangana
Krishnapur,Krishnapur,24.4123,88.2582,India,IN,West Bengal
Jagalūr,Jagalur,14.5196,76.3391,India,IN,Karnataka
Pipariā,Piparia,22.757,78.355,India,IN,Madhya Pradesh
Una,Una,20.82,71.03,India,IN,Gujarat
Mahesāna,Mahesana,23.6,72.4,India,IN,Gujarat
Kārttigappalli,Karttigappalli,11.6,75.6667,India,IN,Kerala
Iraiyūr,Iraiyur,11.7834,79.197,India,IN,Tamil Nadu
Kadod,Kadod,21.218,73.22,India,IN,Gujarat
Salangaippālaiyam,Salangaippalaiyam,11.426,77.5707,India,IN,Tamil Nadu
Makhu,Makhu,31.1033,74.9963,India,IN,Punjab
Rifādpur,Rifadpur,25.2635,87.4157,India,IN,Bihar
Gangāpur Athar,Gangapur Athar,25.8214,85.7123,India,IN,Bihar
Arakkal,Arakkal,8.948,76.8631,India,IN,Kerala
Vontimitta,Vontimitta,14.3833,79.0333,India,IN,Andhra Pradesh
Chaukhata,Chaukhata,25.0247,81.7375,India,IN,Uttar Pradesh
Bādshāhpur,Badshahpur,28.393,77.048,India,IN,Haryana
Kākdwīp,Kakdwip,21.8791,88.1913,India,IN,West Bengal
Abhayāpuri,Abhayapuri,26.3225,90.6853,India,IN,Assam
Bānkura,Bankura,23.25,87.07,India,IN,West Bengal
Mandya,Mandya,12.52,76.9,India,IN,Karnataka
Devanāngurichchi,Devanangurichchi,11.3895,77.8547,India,IN,Tamil Nadu
Manjathala,Manjathala,11.3624,76.7789,India,IN,Tamil Nadu
Sonabedha,Sonabedha,18.73,82.83,India,IN,Odisha
Shikrapur,Shikrapur,18.6936,74.1381,India,IN,Maharashtra
Kalghatgi,Kalghatgi,15.1832,74.971,India,IN,Karnataka
Ayyampālaiyam,Ayyampalaiyam,10.2253,77.7485,India,IN,Tamil Nadu
Thandla,Thandla,23.0096,74.5775,India,IN,Madhya Pradesh
Dihri,Dihri,25.3796,85.5376,India,IN,Bihar
Dehri,Dehri,24.91,84.18,India,IN,Bihar
Pahsara,Pahsara,25.5482,86.1667,India,IN,Bihar
Qatlūpur,Qatlupur,28.7733,77.1593,India,IN,Delhi
Sivapuram,Sivapuram,11.9075,75.6048,India,IN,Kerala
Yandrapalle,Yandrapalle,16.0472,79.3073,India,IN,Andhra Pradesh
Kāndra,Kandra,22.8517,86.0519,India,IN,Jharkhand
Mayilūr,Mayilur,9.942,76.6395,India,IN,Kerala
Kukarmunda,Kukarmunda,21.5167,74.1333,India,IN,Gujarat
Sāmalāpuram,Samalapuram,11.0724,77.198,India,IN,Tamil Nadu
Sāhāpur,Sahapur,22.52,88.17,India,IN,West Bengal
Rāni Shakarpura,Rani Shakarpura,25.5534,86.2992,India,IN,Bihar
Nīlgiri,Nilgiri,21.6466,86.9199,India,IN,Odisha
Piploda,Piploda,23.6073,74.942,India,IN,Madhya Pradesh
Rāiganj Bāzār,Raiganj Bazar,26.78,82.143,India,IN,Uttar Pradesh
Morwa,Morwa,25.803,85.6861,India,IN,Bihar
Sansa,Sansa,25.0291,84.4597,India,IN,Bihar
Vallam,Vallam,10.7199,79.0598,India,IN,Tamil Nadu
Kondūru,Konduru,16.678,80.573,India,IN,Andhra Pradesh
Datian,Datian,25.4379,87.8378,India,IN,Bihar
Dīsa,Disa,24.2501,72.1822,India,IN,Gujarat
Attappampatti,Attappampatti,11.482,78.0248,India,IN,Tamil Nadu
Jāwalgeri,Jawalgeri,15.8656,76.8156,India,IN,Karnataka
Karghar,Karghar,25.1267,83.9274,India,IN,Bihar
Kanchanpalli,Kanchanpalli,17.7427,79.3128,India,IN,Telangana
Ammāpettai,Ammapettai,10.7948,79.3199,India,IN,Tamil Nadu
Punjai Puliyampatti,Punjai Puliyampatti,11.3516,77.1667,India,IN,Tamil Nadu
Kizhūr,Kizhur,11.9667,75.6667,India,IN,Kerala
Kudali,Kudali,9.15,76.85,India,IN,Kerala
Raigarh,Raigarh,21.8974,83.395,India,IN,Chhattīsgarh
Kathūrah,Kathurah,29.086,76.582,India,IN,Haryana
Chittayankottai,Chittayankottai,10.2686,77.8327,India,IN,Tamil Nadu
Neykkārappatti,Neykkarappatti,10.4489,77.4627,India,IN,Tamil Nadu
Sandīla,Sandila,27.08,80.52,India,IN,Uttar Pradesh
Nāri Bhadaun,Nari Bhadaun,26.0065,86.2509,India,IN,Bihar
Chandankiāri,Chandankiari,23.5781,86.3598,India,IN,West Bengal
Sādpur,Sadpur,25.4758,86.3786,India,IN,Bihar
Valavakāttumūla,Valavakattumula,9.98,76.52,India,IN,Kerala
Mohanpur,Mohanpur,25.562,85.5917,India,IN,Bihar
Amarwāra,Amarwara,22.2978,79.1694,India,IN,Madhya Pradesh
Talaivāsal,Talaivasal,11.5867,78.7583,India,IN,Tamil Nadu
Bendrahallī,Bendrahalli,12.2642,78.3223,India,IN,Tamil Nadu
Huseni,Huseni,26.3768,84.7952,India,IN,Bihar
Pathrajolhania,Pathrajolhania,26.1369,86.6614,India,IN,Bihar
Sapatgrām,Sapatgram,26.3373,90.1236,India,IN,Assam
Jaipur,Jaipur,26.9,75.8,India,IN,Rajasthan
Utnūr,Utnur,19.3667,78.7667,India,IN,Telangana
Mainpuri,Mainpuri,27.23,79.02,India,IN,Uttar Pradesh
Kumaranallūr,Kumaranallur,9.6167,76.5833,India,IN,Kerala
Sughrāin,Sughrain,25.746,86.325,India,IN,Bihar
Ittikara,Ittikara,8.8633,76.6972,India,IN,Kerala
Sardhana,Sardhana,29.145,77.61,India,IN,Uttar Pradesh
Akanavāritota,Akanavaritota,16.4141,81.6367,India,IN,Andhra Pradesh
Tibba,Tibba,30.4876,75.6967,India,IN,Punjab
Mahināwān,Mahinawan,26.0208,86.1672,India,IN,Bihar
Āmta,Amta,22.5834,88.0104,India,IN,West Bengal
Nandigaon,Nandigaon,17.119,78.2564,India,IN,Telangana
Pilikōdu,Pilikodu,12.1903,75.1667,India,IN,Kerala
Kalayapuram,Kalayapuram,9.0545,76.7696,India,IN,Kerala
Dandu Mailāram,Dandu Mailaram,17.2333,78.7667,India,IN,Telangana
Parsāhi Sirsia,Parsahi Sirsia,26.4676,86.4984,India,IN,Bihar
Wātrāp,Watrap,9.6353,77.6389,India,IN,Tamil Nadu
Hastināpur,Hastinapur,29.17,78.02,India,IN,Uttar Pradesh
Neriyamangalam,Neriyamangalam,10.05,76.7833,India,IN,Kerala
Umreth,Umreth,22.6986,73.1156,India,IN,Gujarat
Rajaudha,Rajaudha,26.7046,78.4223,India,IN,Madhya Pradesh
Mangasamudram,Mangasamudram,13.2291,79.0909,India,IN,Andhra Pradesh
Mārahra,Marahra,27.75,78.5667,India,IN,Uttar Pradesh
Mihona,Mihona,26.2837,78.9805,India,IN,Uttar Pradesh
Nanāttupārai,Nanattuparai,9.379,76.8779,India,IN,Kerala
Jhalidā,Jhalida,23.37,85.97,India,IN,West Bengal
Tīrthahalli,Tirthahalli,13.6884,75.2455,India,IN,Karnataka
Asāra,Asara,29.2494,77.2915,India,IN,Uttar Pradesh
Bērikai,Berikai,12.8056,77.971,India,IN,Tamil Nadu
Dalūpura,Dalupura,28.6004,77.3194,India,IN,Delhi
Tanakpur,Tanakpur,29.074,80.109,India,IN,Uttarakhand
Baltāra,Baltara,25.5116,86.7232,India,IN,Bihar
Kulpahār,Kulpahar,25.319,79.641,India,IN,Uttar Pradesh
Bālkonda,Balkonda,18.8667,78.35,India,IN,Telangana
Pāndhurnā,Pandhurna,21.6,78.52,India,IN,Madhya Pradesh
Barahra,Barahra,26.2356,86.5615,India,IN,Bihar
Sāyarpuram,Sayarpuram,8.6822,78.0265,India,IN,Tamil Nadu
Vettikkavala,Vettikkavala,8.9833,76.8167,India,IN,Kerala
Dharmapuri,Dharmapuri,12.1211,78.1582,India,IN,Tamil Nadu
Kudatini,Kudatini,15.15,76.92,India,IN,Karnataka
Chintalapalli,Chintalapalli,18.331,79.674,India,IN,Telangana
Budhni,Budhni,22.7825,77.682,India,IN,Madhya Pradesh
Lohārdagā,Lohardaga,23.4331,84.6799,India,IN,Jharkhand
Farakka,Farakka,24.819,87.911,India,IN,West Bengal
Talevad,Talevad,17.17,75.96,India,IN,Maharashtra
Rājāpur,Rajapur,26.2861,83.1306,India,IN,Uttar Pradesh
Mādāri Hāt,Madari Hat,26.7,89.2833,India,IN,West Bengal
Karukachal,Karukachal,9.5,76.6333,India,IN,Kerala
Mahamda,Mahamda,25.8108,84.7874,India,IN,Bihar
Teonthar,Teonthar,24.9821,81.6419,India,IN,Madhya Pradesh
Ālampālaiyam,Alampalaiyam,11.3635,77.7677,India,IN,Tamil Nadu
Mattigiri,Mattigiri,12.698,77.8083,India,IN,Tamil Nadu
Pararia,Pararia,25.6492,86.7501,India,IN,Bihar
Medinīpur,Medinipur,22.424,87.319,India,IN,West Bengal
Kherālu,Kheralu,23.88,72.62,India,IN,Gujarat
Bhitarwār,Bhitarwar,25.7922,78.1108,India,IN,Madhya Pradesh
Pālitāna,Palitana,21.52,71.83,India,IN,Gujarat
Dommasandra,Dommasandra,12.8781,77.7543,India,IN,Karnataka
Yekāmbarakuppam,Yekambarakuppam,13.3168,79.5678,India,IN,Andhra Pradesh
Aurād Shāhjahāni,Aurad Shahjahani,18.0958,76.8881,India,IN,Karnataka
Botād,Botad,22.17,71.67,India,IN,Gujarat
Dhemāji,Dhemaji,27.4833,94.5833,India,IN,Assam
Bhopatpur,Bhopatpur,26.4495,84.8545,India,IN,Bihar
Chittandikavundanūr,Chittandikavundanur,10.6129,76.8508,India,IN,Tamil Nadu
Madanpur,Madanpur,26.2103,87.5141,India,IN,Bihar
Turkaguda,Turkaguda,17.153,78.6195,India,IN,Telangana
Damdama,Damdama,24.4341,87.7849,India,IN,West Bengal
Kannod,Kannod,22.6676,76.7429,India,IN,Madhya Pradesh
Hiriyūr,Hiriyur,13.9446,76.6172,India,IN,Karnataka
Idappādi,Idappadi,11.5835,77.8341,India,IN,Tamil Nadu
Bilimora,Bilimora,20.75,72.95,India,IN,Gujarat
Kārtikapalli,Kartikapalli,9.2603,76.4498,India,IN,Kerala
Kothāpet,Kothapet,19.3333,79.4833,India,IN,Telangana
Kusumha,Kusumha,25.1859,85.9234,India,IN,Bihar
Pulimel,Pulimel,9.3,76.5833,India,IN,Kerala
Maduraivayal,Maduraivayal,13.0631,80.1719,India,IN,Tamil Nadu
Ānand,Anand,22.556,72.951,India,IN,Gujarat
Tirunāgeswaram,Tirunageswaram,10.9646,79.4293,India,IN,Tamil Nadu
Sīra,Sira,13.745,76.909,India,IN,Karnataka
Reddigūdem,Reddigudem,16.8939,80.6917,India,IN,Andhra Pradesh
Dhorīmanna,Dhorimanna,25.1997,71.4331,India,IN,Rajasthan
Sāhna,Sahna,30.4293,75.3813,India,IN,Punjab
Sidhapa,Sidhapa,26.5355,86.3355,India,IN,Bihar
Depālpur,Depalpur,22.8509,75.5422,India,IN,Madhya Pradesh
Rāmpur Jalālpur,Rampur Jalalpur,25.6712,85.8606,India,IN,Bihar
Bhit Bhagwānpur,Bhit Bhagwanpur,26.116,86.355,India,IN,Bihar
Vīrarājendrapet,Virarajendrapet,12.1964,75.8051,India,IN,Karnataka
Lonār,Lonar,19.9853,76.5205,India,IN,Maharashtra
Kājha,Kajha,25.7747,87.3545,India,IN,Bihar
Palāsa,Palasa,18.7731,84.4078,India,IN,Andhra Pradesh
Erragondapālem,Erragondapalem,16.0397,79.3043,India,IN,Andhra Pradesh
Kanpur,Kanpur,26.4499,80.3319,India,IN,Uttar Pradesh
Nelkattumseval,Nelkattumseval,9.2361,77.4606,India,IN,Tamil Nadu
Sundarpur,Sundarpur,26.3037,84.8581,India,IN,Bihar
Wanparti,Wanparti,16.361,78.0627,India,IN,Telangana
Mācherla,Macherla,16.48,79.43,India,IN,Andhra Pradesh
Khilchipur,Khilchipur,24.0394,76.578,India,IN,Madhya Pradesh
Tummalapenta,Tummalapenta,14.8997,80.0687,India,IN,Andhra Pradesh
Edakkunnam,Edakkunnam,9.5333,76.8333,India,IN,Kerala
Muthābana,Muthabana,24.9346,88.0425,India,IN,West Bengal
Belūr,Belur,13.1629,75.8571,India,IN,Karnataka
Samthar,Samthar,25.84,78.9,India,IN,Uttar Pradesh
Bhagta,Bhagta,30.4882,75.1013,India,IN,Punjab
Rāipura,Raipura,32.788,74.7785,India,IN,Jammu and Kashmīr
Bhagwāngola,Bhagwangola,24.3485,88.3243,India,IN,West Bengal
Bīmgal,Bimgal,18.7,78.4667,India,IN,Telangana
Namakadu,Namakadu,14.006,80.1194,India,IN,Andhra Pradesh
Baynāla,Baynala,22.4835,88.4997,India,IN,West Bengal
Kānchrāpāra,Kanchrapara,22.9456,88.4332,India,IN,West Bengal
Husainpur,Husainpur,31.3387,75.1969,India,IN,Punjab
Morbi,Morbi,22.82,70.83,India,IN,Gujarat
Chodavaram,Chodavaram,17.8333,82.95,India,IN,Andhra Pradesh
Kandukūr,Kandukur,15.2167,79.9042,India,IN,Andhra Pradesh
Parkāl,Parkal,18.2,79.7167,India,IN,Telangana
Gudgeri,Gudgeri,15.1225,75.3653,India,IN,Karnataka
Kadaiyam,Kadaiyam,8.832,77.357,India,IN,Tamil Nadu
Belo,Belo,25.8747,86.8855,India,IN,Bihar
Pulicat,Pulicat,13.4161,80.3168,India,IN,Tamil Nadu
Kompalle,Kompalle,17.4993,78.4583,India,IN,Telangana
Atlapadu,Atlapadu,16.8877,81.6772,India,IN,Andhra Pradesh
Arcot,Arcot,12.9047,79.3238,India,IN,Tamil Nadu
Bhadsara,Bhadsara,25.3696,84.8444,India,IN,Bihar
Chāndpur,Chandpur,25.5059,87.2488,India,IN,Bihar
Lolokhur,Lolokhur,26.4136,87.4012,India,IN,Bihar
Sivagiri,Sivagiri,9.33,77.43,India,IN,Tamil Nadu
Cheramkod,Cheramkod,11.6,76.3167,India,IN,Tamil Nadu
Solapuram,Solapuram,9.3757,77.5598,India,IN,Tamil Nadu
Hadiāya,Hadiaya,30.3413,75.5117,India,IN,Punjab
Hosakote,Hosakote,14.2817,77.1742,India,IN,Karnataka
Udaipura,Udaipura,23.0743,78.5111,India,IN,Madhya Pradesh
Pargi,Pargi,17.1756,77.8781,India,IN,Telangana
Konidena,Konidena,16.0156,80.057,India,IN,Andhra Pradesh
Talayāzham,Talayazham,9.6986,76.4236,India,IN,Kerala
Jurāwanpur Karāri,Jurawanpur Karari,25.5273,85.4182,India,IN,Bihar
Gurwaliā Biswās,Gurwalia Biswas,26.8372,84.4687,India,IN,Bihar
Kadanganeri,Kadanganeri,8.92,77.55,India,IN,Tamil Nadu
Dewangarh,Dewangarh,24.8637,85.8584,India,IN,Bihar
Qāzigund,Qazigund,33.5921,75.1654,India,IN,Jammu and Kashmīr
Bongaigaon,Bongaigaon,26.4769,90.5583,India,IN,Assam
Kolakalūru,Kolakaluru,16.3052,80.6182,India,IN,Andhra Pradesh
Antarvedi,Antarvedi,16.3333,81.7333,India,IN,Andhra Pradesh
Mukeriān,Mukerian,31.95,75.62,India,IN,Punjab
Agaram,Agaram,10.4433,77.9485,India,IN,Tamil Nadu
Mohiuddinnagar,Mohiuddinnagar,25.5737,85.6694,India,IN,Bihar
Chembagarāmanpudūr,Chembagaramanpudur,8.2461,77.4907,India,IN,Tamil Nadu
Bilpura,Bilpura,23.2216,79.9917,India,IN,Madhya Pradesh
Hanumāngarh,Hanumangarh,29.58,74.32,India,IN,Rajasthan
Kaimāti,Kaimati,26.3186,89.7843,India,IN,West Bengal
Tondi,Tondi,9.7417,79.0177,India,IN,Tamil Nadu
Jetpur,Jetpur,21.7542,70.6222,India,IN,Gujarat
Pennāgaram,Pennagaram,12.1343,77.8952,India,IN,Tamil Nadu
Narapalli,Narapalli,17.4875,78.6012,India,IN,Telangana
Narendrapatnam,Narendrapatnam,17.0964,81.8812,India,IN,Andhra Pradesh
Hājīpur,Hajipur,25.6925,85.2084,India,IN,Bihar
Beko,Beko,24.0415,85.9536,India,IN,Jharkhand
Pochampalli,Pochampalli,17.3473,78.8195,India,IN,Telangana
Halgeri,Halgeri,14.5551,75.6099,India,IN,Karnataka
Venmani,Venmani,9.2444,76.6131,India,IN,Kerala
Naryāi ka Puri,Naryai ka Puri,26.52,78.35,India,IN,Madhya Pradesh
Kāndla Port,Kandla Port,23.03,70.22,India,IN,Gujarat
Chethakal,Chethakal,9.4386,76.8322,India,IN,Kerala
Mahudha,Mahudha,22.82,72.93,India,IN,Gujarat
Gok,Gok,27.1065,88.2459,India,IN,West Bengal
Vechūr,Vechur,9.6667,76.4167,India,IN,Kerala
Bhasāwar,Bhasawar,27.0361,77.0528,India,IN,Rajasthan
Muttattuteruvu,Muttattuteruvu,9.4333,76.5389,India,IN,Kerala
Mahbūbnagar,Mahbubnagar,16.7488,78.0035,India,IN,Telangana
Palwal,Palwal,28.1447,77.3255,India,IN,Haryana
Kannampālaiyam,Kannampalaiyam,10.9954,77.099,India,IN,Tamil Nadu
Kadakola,Kadakola,12.1922,76.6653,India,IN,Karnataka
Mūlanūr,Mulanur,10.7943,77.7115,India,IN,Tamil Nadu
Valiyakumāramangalam,Valiyakumaramangalam,9.8333,76.7833,India,IN,Kerala
Mansingha,Mansingha,26.7807,84.8367,India,IN,Bihar
Shīrūru,Shiruru,13.908,74.6058,India,IN,Karnataka
Akambādam,Akambadam,11.1,76.3167,India,IN,Kerala
Kalanādu,Kalanadu,12.4667,75.0,India,IN,Kerala
Rūpbās,Rupbas,26.9833,77.5833,India,IN,Rajasthan
Kasimkota,Kasimkota,17.6736,82.9634,India,IN,Andhra Pradesh
Kumīl,Kumil,8.7833,76.9333,India,IN,Kerala
Palāshi,Palashi,23.8,88.25,India,IN,West Bengal
Sanrh Majhgawan,Sanrh Majhgawan,24.6845,85.365,India,IN,Bihar
Kannāl,Kannal,18.6938,79.4288,India,IN,Telangana
Asakapalle,Asakapalle,17.7364,83.3,India,IN,Andhra Pradesh
Koskāpur,Koskapur,26.0216,87.2279,India,IN,Bihar
Mathurāpur,Mathurapur,25.5112,86.4557,India,IN,Bihar
Rāmpur Hat,Rampur Hat,24.17,87.78,India,IN,West Bengal
Dhūmnagar,Dhumnagar,26.756,84.5233,India,IN,Bihar
Gil,Gil,30.8469,75.8636,India,IN,Punjab
Nūzvīd,Nuzvid,16.7881,80.8465,India,IN,Andhra Pradesh
Sungal,Sungal,32.9392,74.6935,India,IN,Jammu and Kashmīr
Bhainsoda,Bhainsoda,24.4427,75.8403,India,IN,Rajasthan
Paradarāmi,Paradarami,13.0833,78.9833,India,IN,Tamil Nadu
Hosūru,Hosuru,15.3797,77.4598,India,IN,Andhra Pradesh
Sanganakallu,Sanganakallu,15.1847,76.9703,India,IN,Karnataka
Mannara,Mannara,8.5614,77.1263,India,IN,Kerala
Cholai,Cholai,12.04,75.46,India,IN,Kerala
Tanichchiyam,Tanichchiyam,10.0412,78.0127,India,IN,Tamil Nadu
Pulimākkal,Pulimakkal,9.65,76.7167,India,IN,Kerala
Mahisānrh,Mahisanrh,25.7358,85.5818,India,IN,Bihar
Lingampet,Lingampet,18.2383,78.1303,India,IN,Telangana
Achaljāmu,Achaljamu,24.0243,85.8306,India,IN,Jharkhand
Pūluvappatti,Puluvappatti,10.963,76.8158,India,IN,Tamil Nadu
Dhāni Sukhan,Dhani Sukhan,28.7932,76.0502,India,IN,Haryana
Pukhrāyān,Pukhrayan,26.23,79.85,India,IN,Uttar Pradesh
Senapparetti,Senapparetti,10.9625,78.1132,India,IN,Tamil Nadu
Belaur,Belaur,25.4477,84.6473,India,IN,Bihar
Kasba Maker,Kasba Maker,25.9591,85.0316,India,IN,Bihar
Vettaikkāraniruppu,Vettaikkaraniruppu,10.5739,79.8353,India,IN,Tamil Nadu
Palliman,Palliman,8.9,76.7139,India,IN,Kerala
Dhanaula,Dhanaula,30.28,75.58,India,IN,Punjab
Kunithala,Kunithala,11.9,75.7833,India,IN,Kerala
Pedda Pendyāla,Pedda Pendyala,17.923,79.4085,India,IN,Telangana
Andāl,Andal,23.6,87.2,India,IN,West Bengal
Chatiā,Chatia,26.5396,84.566,India,IN,Bihar
Vardannāpet,Vardannapet,17.7735,79.5731,India,IN,Telangana
Garhshankar,Garhshankar,31.2154,76.1415,India,IN,Punjab
Sonāpur,Sonapur,25.3561,86.2082,India,IN,Bihar
Sirsi,Sirsi,28.64,78.64,India,IN,Uttar Pradesh
Trisshilēri,Trisshileri,11.8333,76.0333,India,IN,Kerala
Puduppatti,Puduppatti,11.55,78.2833,India,IN,Tamil Nadu
Shāhkot,Shahkot,31.08,75.34,India,IN,Punjab
Khandāla,Khandala,18.7481,73.4072,India,IN,Maharashtra
Damān,Daman,20.42,72.85,India,IN,Dadra and Nagar Haveli and Daman and Diu
